field,G intensity,a.u.
  3019.0	  3656
 3019.01	  3656
 3019.03	  3656
 3019.04	  3656
 3019.05	  3656
 3019.06	  3656
 3019.08	  3656
 3019.09	  3656
  3019.1	  3655
 3019.11	  3655
 3019.13	  3655
 3019.14	  3655
 3019.15	  3656
 3019.16	  3656
 3019.18	  3656
 3019.19	  3656
  3019.2	  3656
 3019.21	  3656
 3019.23	  3656
 3019.24	  3656
 3019.25	  3653
 3019.26	  3653
 3019.28	  3653
 3019.29	  3653
  3019.3	  3653
 3019.31	  3653
 3019.33	  3653
 3019.34	  3653
 3019.35	  3653
 3019.36	  3653
 3019.38	  3653
 3019.39	  3653
  3019.4	  3654
 3019.41	  3654
 3019.43	  3654
 3019.44	  3654
 3019.45	  3655
 3019.46	  3655
 3019.48	  3655
 3019.49	  3655
  3019.5	  3655
 3019.51	  3655
 3019.53	  3655
 3019.54	  3655
 3019.55	  3654
 3019.56	  3654
 3019.58	  3654
 3019.59	  3654
  3019.6	  3655
 3019.61	  3655
 3019.63	  3655
 3019.64	  3655
 3019.65	  3655
 3019.66	  3655
 3019.68	  3655
 3019.69	  3655
  3019.7	  3655
 3019.71	  3655
 3019.73	  3655
 3019.74	  3655
 3019.75	  3655
 3019.76	  3655
 3019.78	  3655
 3019.79	  3655
  3019.8	  3654
 3019.81	  3654
 3019.83	  3654
 3019.84	  3654
 3019.85	  3655
 3019.86	  3655
 3019.88	  3655
 3019.89	  3655
  3019.9	  3655
 3019.91	  3655
 3019.93	  3655
 3019.94	  3655
 3019.95	  3654
 3019.96	  3654
 3019.98	  3654
 3019.99	  3654
  3020.0	  3653
 3020.01	  3653
 3020.03	  3653
 3020.04	  3653
 3020.05	  3651
 3020.06	  3651
 3020.08	  3651
 3020.09	  3651
  3020.1	  3649
 3020.11	  3649
 3020.13	  3649
 3020.14	  3649
 3020.15	  3648
 3020.16	  3648
 3020.18	  3648
 3020.19	  3648
  3020.2	  3647
 3020.21	  3647
 3020.23	  3647
 3020.24	  3647
 3020.25	  3646
 3020.26	  3646
 3020.28	  3646
 3020.29	  3646
  3020.3	  3646
 3020.31	  3646
 3020.33	  3646
 3020.34	  3646
 3020.35	  3644
 3020.36	  3644
 3020.38	  3644
 3020.39	  3644
  3020.4	  3646
 3020.41	  3646
 3020.43	  3646
 3020.44	  3646
 3020.45	  3645
 3020.46	  3645
 3020.48	  3645
 3020.49	  3645
  3020.5	  3646
 3020.51	  3646
 3020.53	  3646
 3020.54	  3646
 3020.55	  3646
 3020.56	  3646
 3020.58	  3646
 3020.59	  3646
  3020.6	  3647
 3020.61	  3647
 3020.63	  3647
 3020.64	  3647
 3020.65	  3645
 3020.66	  3645
 3020.68	  3645
 3020.69	  3645
  3020.7	  3646
 3020.71	  3646
 3020.73	  3646
 3020.74	  3646
 3020.75	  3646
 3020.76	  3646
 3020.78	  3646
 3020.79	  3646
  3020.8	  3646
 3020.81	  3646
 3020.83	  3646
 3020.84	  3646
 3020.85	  3646
 3020.86	  3646
 3020.88	  3646
 3020.89	  3646
  3020.9	  3645
 3020.91	  3645
 3020.93	  3645
 3020.94	  3645
 3020.95	  3644
 3020.96	  3644
 3020.98	  3644
 3020.99	  3644
  3021.0	  3643
 3021.02	  3643
 3021.03	  3643
 3021.04	  3643
 3021.05	  3643
 3021.07	  3643
 3021.08	  3643
 3021.09	  3643
  3021.1	  3643
 3021.12	  3643
 3021.13	  3643
 3021.14	  3643
 3021.15	  3644
 3021.17	  3644
 3021.18	  3644
 3021.19	  3644
  3021.2	  3642
 3021.22	  3642
 3021.23	  3642
 3021.24	  3642
 3021.25	  3644
 3021.27	  3644
 3021.28	  3644
 3021.29	  3644
  3021.3	  3641
 3021.32	  3641
 3021.33	  3641
 3021.34	  3641
 3021.35	  3641
 3021.37	  3641
 3021.38	  3641
 3021.39	  3641
  3021.4	  3641
 3021.42	  3641
 3021.43	  3641
 3021.44	  3641
 3021.45	  3641
 3021.47	  3641
 3021.48	  3641
 3021.49	  3641
  3021.5	  3641
 3021.52	  3641
 3021.53	  3641
