Bruker BioSpin GmbH: the minispec
DataType=5
DataLimits=0.03794,7.02394,500
DataUnit=Time/ms,Intensity/%
c:\nmr relaxation\applications\fid.app
28.03.2019 15:08:08

0.03794	90.97909432
0.05194	90.85016445
0.06594	90.29869272
0.07994	89.91298127
0.09394	89.4826104
0.10794	88.91132363
0.12194	88.54474903
0.13594	88.18334559
0.14994	87.30024846
0.16394	86.7491422
0.17794	86.01705325
0.19194	85.32296775
0.20594	84.59016445
0.21994	83.77161154
0.23394	82.88880799
0.24794	82.17187632
0.26194	81.04430349
0.27594	80.18407146
0.28994	79.2695847
0.30394	77.93186233
0.31794	76.88047738
0.33194	75.9706685
0.34594	74.6208061
0.35994	73.66386481
0.37394	72.43191659
0.38794	71.27107439
0.40194	70.07198247
0.41594	68.99013465
0.42994	67.6381779
0.44394	66.42397919
0.45794	65.20434615
0.47194	64.25313092
0.48594	62.90792624
0.49994	61.6653536
0.51394	60.6374334
0.52794	59.47280743
0.54194	58.1603781
0.55594	57.01433006
0.56994	56.04169488
0.58394	54.82191057
0.59794	53.62561745
0.61194	52.76349069
0.62594	51.61555028
0.63994	50.28222383
0.65394	49.56090732
0.66794	48.50019116
0.68194	47.53505005
0.69594	46.63995161
0.70994	45.66190005
0.72394	44.91673014
0.73794	43.92464623
0.75194	42.93557694
0.76594	42.19549863
0.77994	41.22628128
0.79394	40.56753359
0.80794	39.75471974
0.82194	39.03064046
0.83594	38.1814325
0.84994	37.53372847
0.86394	36.85021333
0.87794	35.94376252
0.89194	35.41611651
0.90594	34.55895938
0.91994	33.86360984
0.93394	33.08069764
0.94794	32.67217664
0.96194	31.83911403
0.97594	31.2996703
0.98994	30.41559872
1.00394	29.90966545
1.01794	29.38414973
1.03194	28.77025048
1.04594	27.94513046
1.05994	27.31033386
1.07394	26.73442888
1.08794	26.09987717
1.10194	25.44619274
1.11594	24.88106904
1.12994	24.28968881
1.14394	23.64389339
1.15794	22.75930555
1.17194	22.26002768
1.18594	21.59260483
1.19994	21.15050443
1.21394	20.4992251
1.22794	20.09330301
1.24194	19.1211754
1.25594	18.71032885
1.26994	18.17192781
1.28394	17.62554066
1.29794	16.95340739
